Title:,Missouri EPHT Asthma,
63566,0,,
63567,0,,
63601,21,,
63620,0,,
63621,x,,
63622,0,,
63623,0,,
63624,7,,
63625,x,,
63626,x,,
63627,5,,
63628,15,,
63629,0,,
63630,6,,
63631,0,,
63633,x,,
63636,0,,
63637,x,,
63638,x,,
63640,41,,
63645,12,,
63648,x,,
63650,x,,
63653,x,,
63654,0,,
63655,0,,
63656,0,,
63660,x,,
63662,0,,
63663,5,,
63664,10,,
63665,0,,
63666,0,,
63670,10,,
63673,5,,
63674,0,,
63675,0,,
63701,21,,
63703,5,,
63730,x,,
63732,0,,
63735,x,,
63736,x,,
63738,0,,
63739,0,,
63740,x,,
63742,0,,
63743,0,,
63744,0,,
63745,0,,
63746,0,,
63747,x,,
63748,0,,
63750,0,,
63751,x,,
63755,10,,
63758,0,,
63760,x,,
63763,0,,
63764,x,,
63766,x,,
63767,0,,
63769,x,,
63770,0,,
63771,x,,
63774,0,,
63775,10,,
63780,x,,
63781,0,,
63782,0,,
63783,0,,
63784,0,,
63785,0,,
63787,x,,
63801,45,,
63820,0,,
63821,x,,
63822,x,,
63823,x,,
63824,0,,
63825,x,,
63826,0,,
63827,0,,
63828,0,,
63829,0,,
63830,18,,
63833,0,,
63834,13,,
63837,x,,
63839,0,,
63841,10,,
63845,x,,
63846,x,,
63847,0,,
63848,0,,
63849,0,,
63851,20,,
63852,x,,
63853,x,,
63855,0,,
63857,35,,
63860,0,,
63862,5,,
63863,7,,
63866,0,,
63867,x,,
63868,x,,
63869,5,,
63870,x,,
63873,12,,
63874,x,,
63876,5,,
63877,8,,
63878,0,,
63879,11,,
63880,0,,
63882,x,,
63901,76,,
63932,x,,
63933,7,,
63934,0,,
63935,14,,
63936,0,,
63937,x,,
63939,x,,
63940,x,,
63941,x,,
63942,0,,
63943,x,,
63944,5,,
63945,x,,
63951,0,,
63952,x,,
63953,x,,
63954,x,,
63955,x,,
63956,x,,
63957,x,,
63960,x,,
63961,5,,
63962,0,,
63964,0,,
63965,x,,
63966,7,,
63967,x,,
64001,0,,
64011,0,,
64012,23,,
64014,19,,
64015,35,,
64016,x,,
64017,0,,
64018,x,,
64019,x,,
64020,x,,
64021,x,,
64022,0,,
64024,26,,
64029,7,,
64030,33,,
64034,x,,
64035,0,,
64036,x,,
64037,6,,
64040,6,,
64048,5,,
64050,48,,
64052,26,,
64053,13,,
64054,x,,
64055,35,,
64056,24,,
64057,11,,
64058,11,,
64060,17,,
64061,x,,
64062,x,,
64063,16,,
64064,6,,
64065,0,,
64066,0,,
64067,x,,
64068,51,,
64070,x,,
64071,x,,
64072,0,,
64074,0,,
64075,6,,
64076,0,,
64077,7,,
64078,x,,
64079,7,,
64080,10,,
64081,19,,
64082,8,,
64083,10,,
64084,x,,
64085,11,,
64086,18,,
64088,0,,
64089,13,,
64090,0,,
64092,0,,
64093,35,,
64096,x,,
64097,x,,
64098,x,,
64101,x,,
64105,x,,
64106,25,,
64108,22,,
64109,29,,
64110,34,,
64111,15,,
64112,x,,
64113,6,,
64114,26,,
64116,18,,
64117,15,,
64118,38,,
64119,27,,
64120,x,,
64123,30,,
64124,29,,
64125,5,,
64126,18,,
64127,57,,
64128,59,,
64129,27,,
64130,84,,
64131,54,,
64132,56,,
64133,63,,
64134,66,,
64136,x,,
64137,15,,
64138,49,,
64139,x,,
64145,x,,
64146,x,,
64147,x,,
64149,x,,
64150,x,,
64151,23,,
64152,18,,
64153,x,,
64154,11,,
64155,12,,
64156,7,,
64157,7,,
64158,x,,
64161,x,,
64163,x,,
64164,0,,
64165,0,,
64166,0,,
64167,x,,
64192,0,,
64401,x,,
64402,5,,
64420,0,,
64421,x,,
64422,0,,
64423,x,,
64424,11,,
64426,0,,
64427,0,,
64428,x,,
64429,15,,
64430,x,,
64431,0,,
64432,0,,
64433,x,,
64434,0,,
64436,0,,
64437,0,,
64438,0,,
64439,0,,
64440,x,,
64441,0,,
64442,x,,
64443,x,,
64444,0,,
64445,x,,
64446,x,,
64448,x,,
64449,0,,
64451,0,,
64453,0,,
64454,x,,
64455,x,,
64456,x,,
64457,x,,
64458,0,,
64459,0,,
64461,0,,
64463,x,,
64465,x,,
64466,x,,
64467,0,,
64468,5,,
64469,x,,
64470,x,,
64471,x,,
64473,x,,
64474,0,,
64475,x,,
64476,x,,
64477,x,,
64479,x,,
64480,0,,
64481,x,,
64482,x,,
64483,0,,
64484,x,,
64485,12,,
64486,0,,
64487,x,,
64489,x,,
64490,x,,
64491,x,,
64492,0,,
64493,x,,
64494,0,,
64496,x,,
64497,x,,
64498,0,,
64499,0,,
64501,24,,
64503,16,,
64504,13,,
64505,15,,
64506,17,,
64507,9,,
64601,7,,
64620,x,,
64622,x,,
64623,0,,
64624,x,,
64625,0,,
64628,9,,
64630,x,,
64631,x,,
64632,0,,
64633,9,,
64635,0,,
64636,0,,
64637,0,,
64638,0,,
64639,0,,
64640,6,,
64641,x,,
64642,0,,
64643,0,,
64644,x,,
64645,0,,
64646,0,,
64647,0,,
64648,x,,
64649,x,,
64650,0,,
64651,x,,
64652,0,,
64653,0,,
64654,0,,
64655,x,,
64656,x,,
64657,x,,
64658,x,,
64659,x,,
64660,0,,
64661,x,,
64664,0,,
64667,0,,
64668,0,,
64670,x,,
64671,x,,
64672,0,,
64673,x,,
64674,0,,
64676,0,,
64679,0,,
64681,0,,
64682,0,,
64683,5,,
64686,0,,
64688,0,,
64689,0,,
64701,6,,
64720,x,,
64722,0,,
64723,x,,
64724,x,,
64725,x,,
64726,x,,
64728,0,,
64730,10,,
64733,x,,
64734,x,,
64735,19,,
64738,x,,
64739,0,,
64740,x,,
64741,0,,
64742,0,,
64743,x,,
64744,7,,
64745,x,,
64746,0,,
64747,x,,
64748,x,,
64750,0,,
64752,x,,
64755,x,,
64756,x,,
64759,13,,
64761,x,,
64762,x,,
64763,x,,
64765,x,,
64767,0,,
64769,0,,
64770,x,,
64771,0,,
64772,8,,
64776,x,,
64778,0,,
64779,x,,
64780,x,,
64781,0,,
64783,x,,
64784,0,,
64788,x,,
64790,0,,
64801,33,,
64804,26,,
64830,0,,
64831,5,,
64832,0,,
64833,0,,
64834,x,,
64835,x,,
64836,39,,
64840,x,,
64841,x,,
64842,0,,
64843,5,,
64844,x,,
64847,x,,
64848,0,,
64849,0,,
64850,30,,
64854,6,,
64855,x,,
64856,8,,
64857,0,,
64858,0,,
64859,x,,
64861,x,,
64862,12,,
64863,x,,
64865,6,,
64866,x,,
64867,x,,
64870,13,,
64873,x,,
64874,0,,
65001,x,,
65010,5,,
65011,x,,
65013,x,,
65014,x,,
65016,x,,
65017,5,,
65018,5,,
65020,27,,
65023,x,,
65024,x,,
65025,x,,
65026,22,,
65032,x,,
65034,0,,
65035,x,,
65037,7,,
65039,x,,
65040,x,,
65041,x,,
65043,12,,
65046,0,,
65047,x,,
65048,0,,
65049,11,,
65050,0,,
65051,x,,
65052,6,,
65053,x,,
65054,0,,
65058,0,,
65059,0,,
65061,0,,
65062,0,,
65063,x,,
65064,x,,
65065,5,,
65066,9,,
65067,0,,
65068,0,,
65069,0,,
65072,x,,
65074,x,,
65075,0,,
65076,0,,
65077,0,,
65078,x,,
65079,x,,
65080,x,,
65081,x,,
65082,x,,
65083,0,,
65084,8,,
65085,0,,
65101,37,,
65109,30,,
65201,16,,
65202,55,,
65203,38,,
65215,0,,
65230,x,,
65231,x,,
65232,0,,
65233,10,,
65236,x,,
65237,0,,
65239,0,,
65240,13,,
65243,x,,
65244,0,,
65246,0,,
65247,x,,
65248,x,,
65250,0,,
65251,21,,
65254,0,,
65255,x,,
65256,x,,
65257,x,,
65258,0,,
65259,6,,
65260,x,,
65261,x,,
65262,x,,
65263,0,,
65264,x,,
65265,23,,
65270,14,,
65274,x,,
65275,x,,
65276,0,,
65278,0,,
65279,x,,
65280,0,,
65281,x,,
65282,0,,
65283,0,,
65284,x,,
65285,0,,
65286,0,,
65287,0,,
65301,59,,
65305,x,,
65320,0,,
65321,0,,
65322,x,,
65323,x,,
65324,x,,
65325,8,,
65326,6,,
65327,0,,
65329,x,,
65330,0,,
65332,0,,
65333,x,,
65334,x,,
65335,0,,
65336,8,,
65337,5,,
65338,5,,
65339,x,,
65340,23,,
65344,0,,
65345,0,,
65347,0,,
65348,x,,
65349,6,,
65350,0,,
65351,x,,
65354,0,,
65355,14,,
65360,6,,
65401,16,,
65436,0,,
65438,x,,
65439,0,,
65440,0,,
65441,6,,
65443,0,,
65444,x,,
65446,0,,
65449,0,,
65452,x,,
65453,14,,
65456,0,,
65457,0,,
65459,5,,
65461,0,,
65462,0,,
65463,0,,
65464,0,,
65466,x,,
65468,0,,
65470,0,,
65473,0,,
65479,0,,
65483,x,,
65484,0,,
65486,x,,
65501,0,,
65529,0,,
65534,0,,
65535,x,,
65536,14,,
65541,0,,
65542,11,,
65543,0,,
65548,x,,
65550,x,,
65552,0,,
65555,x,,
65556,5,,
65557,0,,
65559,5,,
65560,x,,
65564,0,,
65565,8,,
65566,x,,
65567,x,,
65570,0,,
65571,x,,
65580,x,,
65582,x,,
65583,x,,
65584,x,,
65586,0,,
65588,0,,
65589,0,,
65590,0,,
65591,0,,
65601,x,,
65603,0,,
65604,x,,
65605,x,,
65606,x,,
65608,x,,
65609,0,,
65610,x,,
65611,x,,
65612,0,,
65613,16,,
65614,0,,
65616,12,,
65617,x,,
65618,0,,
65619,x,,
65620,0,,
65622,6,,
65623,0,,
65624,x,,
65625,0,,
65626,x,,
65627,0,,
65629,0,,
65630,0,,
65631,0,,
65632,0,,
65633,x,,
65634,0,,
65635,0,,
65637,0,,
65638,0,,
65640,x,,
65641,0,,
65644,x,,
65646,x,,
65647,0,,
65648,x,,
65649,x,,
65650,x,,
65652,6,,
65653,5,,
65654,x,,
65655,0,,
65656,x,,
65657,0,,
65658,0,,
65660,0,,
65661,x,,
65662,x,,
65663,0,,
65664,0,,
65667,0,,
65668,x,,
65669,0,,
65672,6,,
65674,9,,
65676,0,,
65679,x,,
65680,x,,
65681,x,,
65682,0,,
65685,x,,
65686,x,,
65689,8,,
65690,0,,
65692,x,,
65702,0,,
65704,x,,
65705,x,,
65706,8,,
65707,0,,
65708,x,,
65710,0,,
65711,6,,
65712,7,,
65713,x,,
65714,9,,
65715,0,,
65717,x,,
65720,0,,
65721,8,,
65722,x,,
65723,x,,
65724,x,,
65725,x,,
65727,0,,
65728,0,,
65729,0,,
65730,0,,
65731,0,,
65732,0,,
65733,0,,
65734,0,,
65735,x,,
65737,7,,
65738,8,,
65739,0,,
65740,8,,
65742,x,,
65744,0,,
65745,x,,
65746,x,,
65747,x,,
65752,0,,
65753,x,,
65754,x,,
65755,0,,
65756,x,,
65757,6,,
65759,0,,
65760,x,,
65761,0,,
65762,0,,
65764,x,,
65766,0,,
65767,x,,
65768,x,,
65769,x,,
65770,x,,
65771,0,,
65772,x,,
65773,0,,
65774,x,,
65775,23,,
65777,0,,
65778,x,,
65779,x,,
65781,5,,
65783,0,,
65784,0,,
65785,x,,
65786,7,,
65787,x,,
65788,x,,
65789,0,,
65790,0,,
65791,x,,
65793,x,,
65802,45,,
65803,37,,
65804,14,,
65806,x,,
65807,24,,
65809,x,,
65810,x,,
72644,0,,
Total for selection,7445,,
Missouri,7466,,
Confidentiality:,The "x" symbol indicates the confidentiality rule has been triggered.,
Source:,DHSS - MOPHIMS - EPHT Asthma,
Generated On:,10/10/2019 8:35:58 AM,
